id,title,directors,genres_list,prod_companies,vote_average
8319,Chapter 27,J.P. Schaefer,Drama,"Peace Arch Entertainment Group,Artina Films",5.7
1729,The Forbidden Kingdom,Rob Minkoff,"Action,Adventure,Fantasy","Casey Silver Productions,China Film Co-Production Corporation,Huayi Brothers,Relativity Media",6.3
12179,Where in the World Is Osama Bin Laden?,Morgan Spurlock,Documentary,Non Linear Films,6.4
13079,The Life Before Her Eyes,Vadim Perelman,"Thriller,Drama,Mystery",2929 Productions,6.1
24701,"Puff, Puff, Pass",Mekhi Phifer,Comedy,Sony Pictures Home Entertainment,6.1
14324,Virgin Territory,David Leland,"Adventure,Action,Comedy,Romance","Ingenious Film Partners,Dino de Laurentiis Cinematografica,Dino De Laurentiis Company,Zephyr Films,Red Lion Sarl,Carthago Films S.a.r.l.",4.3
10503,Happy-Go-Lucky,Mike Leigh,"Drama,Comedy",Thin Man Films,6.4
13007,Religulous,Larry Charles,"Comedy,Documentary",Lions Gate Films,7.2
9017,Outpost,Steve Barker,"Action,Adventure,Horror","Regent Capital,Black Camel Pictures",6.0
38163,Bernard and Doris,Bob Balaban,"Comedy,Drama","Burnside Entertainment,Chicagofilms,Trigger Street Independent,Little Bird Production",6.4
13258,Son of Rambow,Garth Jennings,Comedy,"Celluloid Dreams,Hammer & Tongs",6.7
14236,Super High Me,Michael Blieden,"Comedy,Documentary",None,5.9
27918,The Invisible Ray,Lambert Hillyer,"Science Fiction,Horror,Mystery",Universal Pictures,6.2
28435,Murders in the Rue Morgue,Robert Florey,"Romance,Crime,Horror,Mystery",Universal Pictures,6.0
31604,The Killer Elite,Sam Peckinpah,"Crime,Action","United Artists,Persky-Bright Productions,Baum/Dantine Productions,Exeter Associates,Arthur Lewis Productions",5.8
38661,Tarzan Escapes,"William A. Wellman,John Farrow,Richard Thorpe,George B. Seitz,James C. McKay","Action,Adventure",Metro-Goldwyn-Mayer (MGM),6.3
40044,Tarzan Finds a Son!,Richard Thorpe,"Action,Adventure",Metro-Goldwyn-Mayer (MGM),5.8
40214,Tarzan's Secret Treasure,Richard Thorpe,"Action,Adventure,Romance",None,5.5
40045,Tarzan's New York Adventure,Richard Thorpe,"Action,Adventure",Metro-Goldwyn-Mayer (MGM),5.7
1810,Viva Zapata!,Elia Kazan,"History,Drama,Western",Twentieth Century Fox Film Corporation,6.6
47120,Antares,Götz Spielmann,Drama,None,5.7
7861,Outsourced,John Jeffcoat,"Comedy,Drama,Romance",ShadowCatcher Entertainment,6.3
13018,Deception,Marcel Langenegger,Thriller,"Kanzaman,Rifkin-Eberts,Dune Entertainment III,Seed Productions,Media Rights Capital (MRC)",5.7
8780,Baby Mama,Michael McCullers,Comedy,"Relativity Media,Michaels-Goldwyn",5.8
10886,The Unknown Woman,Giuseppe Tornatore,"Drama,Mystery","Manigolda Film,Medusa Film",7.1
13650,Delirious,Tom DiCillo,"Comedy,Drama,Romance","Peace Arch Entertainment Group,Artina Films,Thema Production",6.7
29291,Klimt,Raúl Ruiz,"Drama,Romance","Vienna Film Financing Fund,Österreichischer Rundfunk (ORF),ARD/Degeto Film GmbH",5.5
8617,Prom Night,Nelson McCormick,"Crime,Horror",Alliance Films,4.8
6967,The White Massai,Hermine Huntgeburth,Drama,"Constantin Film Produktion,Bayerischer Banken-Fonds",6.4
1726,Iron Man,Jon Favreau,"Action,Science Fiction,Adventure","Paramount Pictures,Marvel Studios",7.4
10761,Made of Honor,Paul Weiland,"Comedy,Romance","Columbia Pictures,Original Film",6.0
12400,Redbelt,David Mamet,Drama,Sony Pictures Classics,6.4
16135,Mister Lonely,Harmony Korine,"Comedy,Drama",Agnès b. Productions,6.6
8681,Taken,Pierre Morel,"Action,Thriller","Twentieth Century Fox Film Corporation,M6 Films,Canal+,TPS Star,Grive Productions,EuropaCorp,M6,Wintergreen Productions,All Pictures Media",7.2
16450,Hero Wanted,Brian Smrz,"Action,Adventure,Crime,Drama,Thriller",None,5.3
12198,Flight of the Red Balloon,Hou Hsiao-hsien,"Family,Drama","Les Films du Lendemain,Margo Films,Canal+,CinéCinéma,Arte France Cinéma,Région Ile-de-France,Soficinéma 3,3H Productions,Le Musée d'Orsay,Sofica Poste Image",6.1
14784,The Fall,Tarsem Singh,"Adventure,Fantasy,Drama","Roadside Attractions,Absolute Entertainment,Googly Films,Deep Films,Radical Media,Tree Top Films Inc.",7.7
13001,Stargate: The Ark of Truth,Robert C. Cooper,"Adventure,Science Fiction","Metro-Goldwyn-Mayer (MGM),Kawoosh! Productions DTV I",6.9
13162,Blind Dating,James Keach,Comedy,"Catfish Productions,Milcoz Films,Samuel Goldwyn Films,Blind Guy Films,Theta Films",6.0
13243,Meet Bill,"Bernie Goldmann,Melisa Wallack","Comedy,Drama,Romance","Greenestreet Films,Eclipse Catering",5.9
13008,An American Crime,Tommy O'Haver,"Crime,Drama","Killer Films,Showtime Networks,First Look International",7.3
9029,What Happens in Vegas,Tom Vaughan,"Comedy,Romance","Twentieth Century Fox Film Corporation,Regency Enterprises,Mosaic Media Group,21 Laps Entertainment,Penn Station Entertainment,Dune Entertainment III",5.8
8277,American Pie Presents: Beta House,Andrew Waller,Comedy,"Universal Pictures,Rogue Pictures",5.4
17106,Numb,Harris Goldberg,"Comedy,Drama,Romance",None,5.3
12586,Bella,Alejandro Monteverde,"Drama,Romance","Mpower Pictures,Metanoia Films,Burnside Entertainment,Bella Productions,One Medi",6.7
16042,a/k/a Tommy Chong,Josh Gilbert,Documentary,None,7.3
2454,The Chronicles of Narnia: Prince Caspian,Andrew Adamson,"Adventure,Family,Fantasy","Walt Disney,Walden Media,Stillking Films,Ozumi Films,Propeler,Silverbell Films,Revolution Sun Studios",6.3
12197,Reprise,Joachim Trier,Drama,Filmlance International AB,6.8
32684,The Window,Ted Tetzlaff,Thriller,RKO Radio Pictures,7.3
25527,The Ron Clark Story,Randa Haines,"TV Movie,Drama","Alberta Film Entertainment,Granada Entertainment,Magna Global Entertainment,Johnson & Johnson Spotlight Presentations,Alberta Film Development Program of the Alberta Foundation for the Art,Old Beantown Films",7.0
17483,Shelter,Jonah Markowitz,"Action,Drama,Romance",GP Pictures,7.8
21182,Young @ Heart,"Sally George,Stephen Walker",Documentary,None,7.6
13191,"War, Inc.",Joshua Seftel,"Action,Adventure,Comedy,Thriller",None,5.6
15356,The Girl Next Door,Gregory Wilson,"Thriller,Crime,Drama,Horror","Modernciné,Modern Girl Productions",6.5
15281,King Corn,Aaron Woolf,Documentary,None,6.8
217,Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,"Adventure,Action","Lucasfilm,Paramount Pictures",5.7
13534,How to Rob a Bank,Andrews Jenkins,"Action,Comedy,Crime",Williamsburg Media Cult,6.2
37481,Day of the Outlaw,André De Toth,"Thriller,Western",Security Pictures,5.7
44260,Lake of Fire,Tony Kaye,Documentary,None,8.1
38282,The Witnesses,André Téchiné,"Drama,Romance",UGC Distribution,6.9
12245,The Oxford Murders,Álex de la Iglesia,"Crime,Mystery,Thriller","La Fabrique de Films,Telecinco Cinema",5.7
10885,Shutter,Masayuki Ochiai,"Horror,Mystery,Thriller","Regency Enterprises,Vertigo Entertainment,Ozla Pictures,New Regency Pictures",5.3
15378,The Grand,Zak Penn,Comedy,"Eleven Eleven Films,Insomnia Media Group,IMG Film 7",6.3
4564,Sex and the City,Michael Patrick King,"Comedy,Drama,Romance","New Line Cinema,Darren Star Productions,Home Box Office (HBO)",6.0
10665,The Strangers,Bryan Bertino,"Thriller,Horror,Mystery","Rogue Pictures,Vertigo Entertainment,Intrepid Pictures",6.0
10822,Savage Grace,Tom Kalin,Drama,"Celluloid Dreams,Killer Films,John Wells Productions,Montfort Producciones",5.7
13636,Bigger Stronger Faster*,Chris Bell,Documentary,BSF Film,7.0
9022,All the Boys Love Mandy Lane,Jonathan Levine,"Horror,Mystery,Thriller",Occupant Films,5.7
31512,Memories of Matsuko,Tetsuya Nakashima,"Comedy,Drama","Tokyo Broadcasting System (TBS),Amuse Soft Entertainment",7.2
9502,Kung Fu Panda,"Mark Osborne,John Stevenson","Adventure,Animation,Family,Comedy",DreamWorks Animation,6.9
74349,Antonio das Mortes,Glauber Rocha,"Drama,Western",Mapa Filmes,6.0
14050,Recount,Jay Roach,"Drama,History",Baltimore Spring Creek Productions,6.6
14019,Ex Drummer,Koen Mortier,"Comedy,Crime,Drama,Thriller","CCCP,Czar",6.6
17221,Where the Sidewalk Ends,Otto Preminger,"Action,Crime,Drama,Thriller",Twentieth Century Fox Film Corporation,6.5
37308,100 Rifles,Tom Gries,"Adventure,Action,Western,War","Twentieth Century Fox Film Corporation,Marvin Schwartz Productions",5.5
26119,Chato's Land,Michael Winner,"Action,Adventure,Western",Scimitar Films,6.7
42358,Cold Sweat,Terence Young,"Thriller,Action","Les Films Corona,Fair Film,Belgique Ciné",5.3
4857,"Farewell, Friend",Jean Herman,"Crime,Action,Adventure","Greenwich Film Productions,Medusa Distribuzione",6.4
37626,St. Ives,J. Lee Thompson,"Crime,Action,Thriller,Mystery",Warner Bros.,5.7
48564,Villa Rides,Buzz Kulik,"Action,Western",Paramount Pictures,5.8
46189,The Wings of Eagles,John Ford,"War,Action,Drama",Metro-Goldwyn-Mayer (MGM),6.5
14305,The Andromeda Strain,Mikael Salomon,"Romance,Science Fiction,Thriller","Scott Free Productions,Traveler's Rest Films,A.S. Films",6.3
45996,Dust in the Wind,Hou Hsiao-hsien,"Drama,Romance",Central Motion Pictures,7.9
10661,You Don't Mess with the Zohan,Dennis Dugan,"Comedy,Action","Columbia Pictures,Happy Madison Productions,Sony Pictures Releasing,Relativity Media",5.5
60261,The Prefab People,Béla Tarr,Drama,"Mafilm,Balázs Béla Stúdió,Társulás Stúdió,Magyar Televízió Fiatal Müvészek Stúdiója (MTV-FMS)",6.6
13172,The Promotion,Steve Conrad,Comedy,Dimension Films,5.4
45791,When Did You Last See Your Father?,Anand Tucker,Drama,"Intandem Films,Film4,Number 9 Films,Tiger Aspect Pictures,Father Features,Audley Films,Comptom Investments",6.8
9789,My Brother Is an Only Child,Daniele Luchetti,Comedy,"Cattleya,Babe Film,Ministero per i Beni e le Attività Culturali,Film Commission Torino-Piemonte",6.7
13848,Stuck,Stuart Gordon,"Crime,Horror,Mystery,Thriller",Prodigy Pictures,6.1
22090,Telefon,Don Siegel,Thriller,Metro-Goldwyn-Mayer (MGM),5.9
45408,The Protector,James Glickenhaus,"Action,Adventure,Comedy,Crime,Drama","Golden Harvest Company,Golden Way Films Ltd.",5.7
37412,Warlock,Edward Dmytryk,Western,Twentieth Century Fox Film Corporation,6.7
31742,Il Posto,Ermanno Olmi,Drama,"Titanus,24 Horses",6.9
12912,Chaos Theory,Marcos Siega,"Comedy,Drama,Romance",Castle Rock Entertainment,6.2
14748,Boy A,John Crowley,"Crime,Drama",Film 4,7.1
15691,Doctor Who,Geoffrey Sax,"TV Movie,Adventure,Drama,Science Fiction","Universal TV,20th Century Fox Television,BBC Worldwide",6.0
13206,A Complete History of My Sexual Failures,Chris Waitt,"Documentary,Romance,Foreign","EM Media,UK Film Council,Screen Yorkshire,Film4,Warp X,Madman Entertainment",6.9
14392,The Warlords,"Peter Chan,Raymond Yip Wai-Man","Action,Drama,History","Applause Pictures,Media Asia Films,Beijing Jinyinma Movie & TV Culture Co.,Stellar Mega Films,Beijing Poly-bona Film Publishing Company,Chengtian Entertainment,Morgan & Chan Films,Talent Aid International,China Film Group Corporation (CFGC)",6.3
18467,Spiral,"Joel David Moore,Adam Green","Drama,Thriller","ArieScope Pictures,Coattails Entertainment",6.6
14882,Hounddog,Deborah Kampmeier,"Drama,Family",Motion Picture Grou,6.2
8645,The Happening,M. Night Shyamalan,"Thriller,Science Fiction","Spyglass Entertainment,Twentieth Century Fox Film Corporation,Dune Entertainment,UTV Motion Pictures,Blinding Edge Pictures",4.9
1724,The Incredible Hulk,Louis Leterrier,"Science Fiction,Action,Adventure","Universal Pictures,Marvel Studios,Valhalla Motion Pictures,MVL Incredible Productions",6.1
5759,Baghead,"Jay Duplass,Mark Duplass","Drama,Comedy,Horror",Duplass Brothers Productions,5.8
13405,The Children of Huang Shi,Roger Spottiswoode,"Drama,War","Australian Film Finance Corporation,Zero Fiction Film,Ming Productions,Bluewater Pictures,Cheerland Entertainment Organization",6.5
49258,Quill:  The Life of a Guide Dog,Yôichi Sai,Drama,Shochiku,7.1
10681,WALL·E,Andrew Stanton,"Animation,Family","Walt Disney Pictures,Pixar Animation Studios,FortyFour Studios",7.8
8909,Wanted,Timur Bekmambetov,"Action,Thriller,Crime","Universal Pictures,Spyglass Entertainment,Bazelevs Production,Kickstart Productions,Marc Platt Productions,Top Cow Productions,Relativity Media,Ringerike Zweite Filmproduktion,Revolution Sun Studios",6.4
8960,Hancock,Peter Berg,"Fantasy,Action","Columbia Pictures,Weed Road Pictures,Forward Pass,Relativity Media,Overbrook Entertainment,Blue Light,GH Three",6.2
15728,Boy Culture,Q. Allan Brocka,"Drama,Romance","TLA Releasing,Boy Culture LLC",6.0
1938,Angel Face,Otto Preminger,"Crime,Drama,Romance",RKO Radio Pictures,6.9
42473,Tom Sawyer,Don Taylor,"Family,Music",United Artists,6.3
13993,Turn the River,Chris Eigeman,Drama,"Bandora,Mr. Nice",5.5
11665,Get Smart,Peter Segal,"Action,Comedy,Thriller","Village Roadshow Pictures,Atlas Entertainment,Mosaic Media Group,Mad Chance,Warner Bros.,WV Films IV,Mel's Cite du Cinema,Callahan Filmworks",6.0
13019,Young People Fucking,Martin Gero,"Comedy,Drama,Romance",Copperheart Entertainment,5.9
21074,Brick Lane,Sarah Gavron,Drama,"Ingenious Film Partners,Ruby Films,Film4",5.2
22905,The Rape of Europa,"Richard Berge,Bonni Cohen","Documentary,History,War","Actual Films,Agon Arts and Entertainment,Oregon Public Broadcasting",7.4
10748,St. Trinian's,"Barnaby Thompson,Oliver Parker","Comedy,Family,Science Fiction","Ealing Studios,Fragile Films,Entertainment Film Distributors",5.6
27509,The Penalty,Wallace Worsley,"Crime,Drama,Horror","Goldwyn Pictures Corporation,Eminent Authors Pictures Inc",6.6
12889,Futurama: The Beast with a Billion Backs,Peter Avanzino,"Animation,Comedy,Science Fiction,Fantasy","20th Century Fox Television,The Curiosity Company",6.9
28681,Equinox,"Dennis Muren,Mark Thomas McGee,Jack Woods","Adventure,Horror",Tonylyn Productions Inc.,5.5
85559,Archangel,Guy Maddin,"Comedy,Drama,Romance,War","Cinephile,Ordnance Pictures",6.0
45698,The Hourglass Sanatorium,Wojciech Has,"Fantasy,Drama","Zespol Filmowy ""Silesia""",7.9
26302,The Color of Pomegranates,Sergei Parajanov,"Drama,Foreign",Armenfilm Studios,7.9
27505,The Unholy Three,Tod Browning,"Crime,Drama,Romance",Metro-Goldwyn-Mayer (MGM),5.8
13205,Bambi II,Brian Pimental,"Animation,Drama,Family",DisneyToon Studios,6.0
13065,Finding Amanda,Peter Tolan,"Comedy,Drama","Capacity Pictures,MJ Films",5.2
8359,Kit Kittredge: An American Girl,Patricia Rozema,"Comedy,Drama,Family","New Line Cinema,Goldsmith-Thomas Productions,Red Om Films,HBO Films,Picturehouse,Front Street Films,American Girl Brands",6.4
13003,Gonzo: The Life and Work of Dr. Hunter S. Thompson,Alex Gibney,Documentary,None,7.2
13990,The Wackness,Jonathan Levine,Drama,"SBK Pictures,Occupant Entertainment",6.2
10842,Strange Circus,Sion Sono,"Mystery,Drama,Horror,Thriller","TLA Releasing,Sedic",7.1
29882,The Black Swan,Henry King,"Action,Adventure",Twentieth Century Fox Film Corporation,6.1
40630,Cheyenne Autumn,John Ford,Western,"Warner Bros.,Ford-Smith Productions",5.6
31658,Hour of the Gun,John Sturges,"Action,Drama,Western","The Mirisch Corporation,Mirisch-Kappa Production",5.7
14349,Sleepwalking,William Maher,Drama,"Infinity Features Entertainment,FilmEngine,Denver and Delilah Productions,Icon Entertainment International",6.4
12172,Encounters at the End of the World,Werner Herzog,Documentary,Discovery Films,7.2
64131,Mauvais Sang,Leos Carax,"Crime,Drama,Romance,Science Fiction,Thriller","Soprofilms,Unité Trois,Limbo Film AG,Centre National de la Cinématographie (CNC),Les Films Plain Chant,FR3 Films Production,Georges Reinhart Productions,Sofima,Sogedis",6.9
15125,Dante 01,Marc Caro,Science Fiction,"Eskwad,StudioCanal,Wild Bunch,Canal+,CinéCinéma,Région Ile-de-France,Conseil Régional des Pays de la Loire",5.1
8847,Standard Operating Procedure,Errol Morris,Documentary,Sony Pictures Classics,6.7
94525,A Page of Madness,Teinosuke Kinugasa,"Drama,Horror","Shin Kankaku-ha Eiga Renmei Productions,Kinugasa Productions,National Film Art",7.8
13009,Zombie Strippers!,Jay Lee,"Comedy,Horror","Larande Productions,Scream HQ",4.3
13675,Frosty the Snowman,"Jules Bass,Arthur Rankin, Jr.","Family,Animation,TV Movie",Rankin/Bass Productions,6.7
16800,Roman Polanski: Wanted and Desired,Marina Zenovich,Documentary,None,6.6
56224,Z Channel: A Magnificent Obsession,Xan Cassavetes,"History,Documentary","Independent Film Channel (IFC),Maja Films,Fresh Produce Films",7.4
14111,Battle For Haditha,Nick Broomfield,"Action,Adventure,Drama,History,War",HanWay Films,6.0
17479,Alexandra,Alexander Sokurov,"War,Drama,Foreign","Proline Film,Centre National de la Cinématographie (CNC),Rézo Productions,Russian Federation of Cinematography",6.0
11631,Mamma Mia!,Phyllida Lloyd,"Comedy,Romance","Universal Pictures,Internationale Filmproduktion Richter,Playtone,Relativity Media,Littlestar",6.4
8265,Welcome to the Sticks,"Dany Boon,Nicolas Guy",Comedy,"Centre National de la Cinématographie,TF1 Films Productions,Pathé Renn Productions,Hirsch,Canal+,CinéCinéma,Région Nord-Pas-de-Calais,Les Productions du Chicon,Centre Régional des Ressources Audiovisuelles (CRRAV)",6.7
15654,Kabluey,Scott Prendergast,"Comedy,Drama",Whitewater Films,6.2
9010,Silentium,Wolfgang Murnberger,"Comedy,Crime,Thriller",Dor Film Produktionsgesellschaft GmbH,7.2
13022,Rogue,Greg McLean,"Action,Horror,Thriller","Village Roadshow Pictures,Emu Creek Pictures",6.2
68259,The Violin,Francisco Vargas,"Drama,Foreign",Centro de Capacitación Cinematográfica (CCC),6.5
9783,Sublime,Tony Krantz,"Horror,Thriller",Raw Feed,5.3
10190,Towelhead,Alan Ball,Drama,"This Is That Productions,Your Face Goes Here Entertainment",6.5
43487,No Regrets for Our Youth,Akira Kurosawa,Drama,Toho Company,6.5
13353,"It's the Great Pumpkin, Charlie Brown",Bill Melendez,"Family,Animation",Warner Bros. Home Video,7.3
13614,Katyn,Andrzej Wajda,"Drama,History,War","Akson Studio,TVP S.A.,Polski Instytut Sztuki Filmowej",6.7
88751,Journey to the Center of the Earth,Eric Brevig,"Action,Science Fiction,Adventure,Comedy,Family","New Line Cinema,Walden Media",5.8
11260,Meet Dave,Brian Robbins,"Comedy,Science Fiction,Adventure,Family","Twentieth Century Fox Film Corporation,Dune Entertainment,Regency Enterprises,Guy Walks into a Bar Productions,Deep River Productions,Friendly Films (II)",5.1
13964,The Machine Girl,Noboru Iguchi,"Action,Adventure,Comedy,Crime,Horror,Thriller",Fever Dreams,6.4
13692,August,Austin Chick,Drama,Original Media,5.6
13910,Death Defying Acts,Gillian Armstrong,"Drama,Romance",BBC Films,5.5
10818,Water Lilies,Céline Sciamma,"Drama,Romance","Canal+,Balthazar Productions,Région Ile-de-France,Centre National de la Cinématographie (CNC),Arte / Cofinova 3",6.0
14456,Shrooms,Paddy Breathnach,Horror,"Nordisk Film,Ingenious Film Partners,Capitol Films,Potboiler Productions Ltd.,Bórd Scannán na hÉireann,Northern Ireland Film and Television Commission,Nepenthe Productions,Irish Film Board,Treasure Entertainment",4.8
15840,Manslaughter,Per Fly,Drama,Zentropa Entertainments,6.2
15830,The Bench,Per Fly,Drama,Zentropa Entertainments,7.2
25647,Breath,Kim Ki-duk,"Crime,Drama",Kim Ki-Duk Film,6.9
14898,Just Another Love Story,Ole Bornedal,"Thriller,Crime,Drama",Thura Film,6.4
12416,The Substitute,Ole Bornedal,"Thriller,Comedy",Thura Film,5.7
572,Next Door,Pål Sletaune,"Horror,Mystery,Thriller","Columbia TriStar Nordisk Film Distributors A/S,TLA Releasing",6.6
36226,Chinese Roulette,Rainer Werner Fassbinder,"Thriller,Drama","Les Films du Losange,Albatros Filmproduktion,Multicine",7.0
13021,Flakes,Michael Lehmann,"Comedy,Romance",None,5.6
16007,Death Note,Shusuke Kaneko,"Fantasy,Mystery,Thriller",Warner Bros.,6.8
43253,The Tall T,Budd Boetticher,"Thriller,Western",Columbia Pictures,7.1
14820,Music Within,Steven Sawalich,"Comedy,Drama","Quorum Entertainment,Articulus Entertainment",6.7
6687,Transsiberian,Brad Anderson,"Thriller,Crime,Mystery","Lietuvos Kinostudija,Scout Productions,Telecinco Cinema,Castelao Producciones,Canal+ España,Future Films,Filmax International,Filmax Group,Universum Film (UFA)",6.5
11802,Space Chimps,Kirk De Micco,"Animation,Family","Starz Media,Starz Animation,Odyssey Entertainment,Studiopolis,Vanguard Animation",5.1
2002,The Last Mistress,Catherine Breillat,"Drama,Romance","CB Films,StudioCanal,Burskin Film,Canal+,TPS Star,Flach Film,Région Ile-de-France,France 3 Cinema,Centre National de la Cinématographie (CNC)",6.2
12914,Stargate: Continuum,Martin Wood,"Adventure,Science Fiction","Metro-Goldwyn-Mayer (MGM),Acme Shark,Kawoosh! Productions DTV II,MGM Global Holdings",6.8
13183,Watchmen,Zack Snyder,"Action,Mystery,Science Fiction","Paramount Pictures,DC Comics,Lawrence Gordon Productions,Legendary Pictures,Warner Bros.,Cruel and Unusual Films",7.0
116333,Bravo Two Zero,Tom Clegg,"War,Action",None,5.3
13255,Conspiracy,Adam Marcus,"Drama,Action,Thriller,Mystery",Hollywood Media Bridge,5.3
14154,War Games: The Dead Code,Stuart Gillard,"Science Fiction,Drama,Thriller",Metro-Goldwyn-Mayer (MGM),5.1
12247,Shotgun Stories,Jeff Nichols,"Drama,Thriller","Upload Films,Muskat Filmed Properties,A Lucky Old Sun Production",6.9
22100,Watching the Detectives,Paul Soter,"Comedy,Romance",None,6.6
32008,Blast of Silence,Allen Baron,"Action,Crime,Drama,Thriller",Magla Productions,7.4
13012,Felon,Ric Roman Waugh,"Action,Crime,Drama","Pantry Films,Stage 6 Films,Tooley Productions",7.1
12133,Step Brothers,Adam McKay,Comedy,"Columbia Pictures,Mosaic Media Group,Gary Sanchez Productions,Relativity Media,Apatow Productions",6.5
12568,Brideshead Revisited,Julian Jarrold,"Drama,Romance","BBC Films,Ecosse Films,HanWay Films,UK Film Council,2 Entertain,Zak Productions,Brideshead Films,Mestiere Cinema",6.2
8836,The X Files: I Want to Believe,Chris Carter,"Drama,Mystery,Science Fiction,Thriller","Twentieth Century Fox Film Corporation,Ten Thirteen Productions,Dune Entertainment III,Crying Box Productions",5.5
13259,American Teen,Nanette Burstein,Documentary,None,6.5
14048,Man on Wire,James Marsh,"Thriller,Documentary,Crime,History","UK Film Council,Red Box Films,Discovery Films,BBC Storyville,Wall to Wall",7.5
18846,The Little Drummer Boy,"Jules Bass,Arthur Rankin, Jr.","Animation,Family",Rankin/Bass Productions,6.1
10898,The Little Mermaid II: Return to the Sea,Jim Kammerud,"Family,Animation","Walt Disney Pictures,Walt Disney Animation Australia,Walt Disney Animation Canada,Walt Disney Television Animation",5.9
13541,The Colour of Magic,Vadim Jean,"Comedy,Fantasy,TV Movie","The Mob Film Company,RHI Entertainment",6.4
11910,Hogfather,Vadim Jean,"Drama,Fantasy",The Mob,6.9
17245,Mulberry Street,Jim Mickle,Horror,None,5.3
30112,Lost in Beijing,Li Yu,"Drama,Foreign,Romance","Laurel Films,New Yorker Films",6.4
12192,Pathology,Marc Schölermann,"Crime,Horror,Thriller","Lakeshore Entertainment,Metro-Goldwyn-Mayer (MGM),Camelot Pictures",5.6
70846,Love & Pop,Hideaki Anno,"Drama,Comedy,Foreign",None,7.0
16725,The Tracey Fragments,Bruce McDonald,Drama,"Téléfilm Canada,Shadow Shows,Corvid Pictures",5.9
15865,The Zone,Rodrigo Plá,"Thriller,Drama","Morena Films,Fondo de Inversión y Estímulos al Cine (FIDECINE),Buenaventura Producciones",6.3
14061,The Edge of Love,John Maybury,"Drama,History,Romance","BBC Films,Capitol Films,Prescience Film Fund",6.1
43680,Heart of a Dog,Vladimir Bortko,"Drama,Comedy,Science Fiction",Lenfilm,7.1
16700,Bonneville,Christopher N. Rowley,"Comedy,Drama","SenArt Films,Drop of Water Productions",5.9
1735,The Mummy: Tomb of the Dragon Emperor,Rob Cohen,"Adventure,Action,Fantasy","Universal Pictures,China Film Co-Production Corporation,Relativity Media,Alphaville Films,Sommers Compan",5.2
10187,Swing Vote,Joshua Michael Stern,"Drama,Comedy",Touchstone Pictures,5.8
10185,The Midnight Meat Train,Ryûhei Kitamura,"Mystery,Drama,Crime,Thriller,Horror","Lions Gate Films,Lakeshore Entertainment,GreeneStreet Films,Midnight Picture Show",6.0
10183,Frozen River,Courtney Hunt,Drama,"Cohen Media Group,Harwood Hunt Productions",6.7
31082,Sixty Six,Paul Weiland,Comedy,WT2 Productions,6.4
13996,Bottle Shock,Randall Miller,"Comedy,Drama","Zininsa Film Production,Intellectual Properties Worldwide",6.6
5038,Vicky Cristina Barcelona,Woody Allen,"Drama,Romance","The Weinstein Company,Gravier Productions,Antena 3 Films,Televisió de Catalunya (TV3),Antena 3 Televisión,Mediapro",6.7
13851,Batman: Gotham Knight,"Yasuhiro Aoki,Hiroshi Morioka,Jong-Sik Nam,Toshiyuki Kubooka,Futoshi Higashide,Shoujirou Nishimi","Animation,Action,Adventure","DC Comics,Warner Bros. Animation,Madhouse,Bee Train",6.7
19877,Fist of the North Star,Toyoo Ashida,"Action,Animation,Drama,Science Fiction,Thriller","Shueisha,Toei Doga",7.0
28273,The End of Summer,Yasujirō Ozu,Drama,"Toho Company,Takarazaka Productions",7.9
15859,A Moment to Remember,John H. Lee,"Drama,Romance",CJ Entertainment,7.6
14654,In Paris,Christophe Honoré,"Comedy,Drama","Canal Plus,Clap Filmes",6.7
1661,Gigantics,Sebastian Schipper,"Drama,Comedy",X-Filme Creative Pool,7.9
41245,Peppermint Candy,Lee Chang-dong,Drama,East Asia Film Company,7.7
10189,Pineapple Express,David Gordon Green,"Action,Comedy","Columbia Pictures,Apatow Productions",6.6
12289,Red Cliff,John Woo,"Adventure,Drama,Action","Metropolitan Filmexport,Lion Rock Productions,Showbox",7.1
15069,WΔZ,Tom Shankland,"Crime,Drama,Horror,Thriller","Ingenious Film Partners,UK Film Council,Northern Ireland Film and Television Commission,Vertigo Films",5.5
2012,Silent Light,Carlos Reygadas,Drama,"Mantarraya Producciones,No Dream Cinema,Motel Films",7.1
18803,Expired,Cecilia Miniucchi,"Comedy,Drama,Romance",None,6.6
10188,The Sisterhood of the Traveling Pants 2,Sanaa Hamri,"Adventure,Comedy,Drama,Family",None,6.1
13300,Hell Ride,Larry Bishop,"Action,Thriller",Dimension Films,5.5
11671,Elegy,Isabel Coixet,"Drama,Romance",Lakeshore Entertainment,6.4
15208,Bathory: Countess of Blood,Juraj Jakubisko,"Drama,Fantasy","Lunar Films,Fonds Eurimages du Conseil de l'Europe,Eurofilm Stúdió,Státní Fond CR pro Podporu a Rozvoj Ceské Kinematografie,Jakubisko Film Slovakia,J&J Jakubisko Film,Concorde Film Trust,Ministry of Culture of the Slovak Republic",5.5
22029,Black Caesar,Larry Cohen,"Action,Crime,Drama","American International Pictures (AIP),Larco Productions",5.7
13649,High School Musical 2,Kenny Ortega,"Comedy,Drama,Family,Music",Disney Channel,6.1
7446,Tropic Thunder,Ben Stiller,"Action,Comedy","DreamWorks SKG,Goldcrest Pictures,Red Hour Films,Internationale Filmproduktion Stella-del-Sud Second",6.5
